,Action Observation,Acupuncture,Age,Anti-Saccades,Braille Reading,Breath-Holding,CIAS,Chewing/Swallowing,Classical Conditioning,Counting/Calculation,Cued Explicit Recognition,Deception Task,Deductive Reasoning,Delay Discounting Task,Delayed Match To Sample,Divided Auditory Attention,Drawing,Eating/Drinking,Encoding,Episodic Recall,Face Monitor/Discrimination,Film Viewing,Finger Tapping,Fixation,Flanker Task,Flashing Checkerboard,Flexion/Extension,Free Word List Recall,Go/No-Go,Grasping,Imagined Movement,Imagined Objects/Scenes,Isometric Force,Mental Rotation,Micturition Task,Music Comprehension/Production,Naming (Covert),Naming (Overt),Non-Painful Electrical Stimulation,Non-Painful Thermal Stimulation,Oddball Discrimination,Olfactory Monitor/Discrimination,Orthographic Discrimination,Pain Monitor/Discrimination,PainLevel,Paired Associate Recall,Passive Listening,Passive Viewing,Phonological Discrimination,Pitch Monitor/Discrimination,Pointing,Posner Task,Reading (Covert),Reading (Overt),Recitation/Repetition (Covert),Recitation/Repetition (Overt),Rest,Reward Task,Saccades,Semantic Monitor/Discrimination,Sequence Recall/Learning,Sex,Simon Task,Sleep,Spatial/Location Discrimination,Sternberg Task,Stroop Task,SubjectID,Subjective Emotional Picture Discrimination,Syntactic Discrimination,Tactile Monitor/Discrimination,Task Switching,Theory of Mind Task,Tone Monitor/Discrimination,Tower of London,Transcranial Magnetic Stimulation,Vibrotactile Monitor/Discrimination,Video Games,Visual Distractor/Visual Attention,Visual Pursuit/Tracking,Whistling,Wisconsin Card Sorting Test,Word Generation (Covert),Word Generation (Overt),Word Stem Completion (Covert),Word Stem Completion (Overt),Writing,add_date,analysis_level,brain_coverage,brainpedia_labels,brainpedia_study,cognitive_contrast_cogatlas,cognitive_contrast_cogatlas_id,cognitive_paradigm_cogatlas,cognitive_paradigm_cogatlas_id,cognitive_paradigm_description_url,collection,collection_id,contrast_definition,contrast_definition_cogatlas,custom_prop,data,description,figure,file,file_size,id,image_type,is_thresholded,is_valid,label_description_file,map_type,modality,modify_date,n-back,name,nidm_results,nidm_results_ttl,not_mni,number_of_subjects,perc_bad_voxels,perc_voxels_outside,random_property_1,random_property_2,reduced_representation,smoothness_fwhm,statistic_parameters,task,thumbnail,type,url
5278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-19T15:13:03.947357Z,,84.8775639369,,,0-back,cnt_55314b6d8b510,directed forgetting task,trm_4da87f383435b,,http://neurovault.org/collections/1264/,1264,,,,,,,http://neurovault.org/media/images/1264/spmT_0001_1.nii.gz,742613,17997,statistic_map,False,True,,T map,fMRI-BOLD,2016-03-19T15:13:06.568555Z,,Acupuncture,,,False,,62.1089861661,1.52037771561,,,http://neurovault.org/media/images/1264/transform_4mm_17997.npy,,,,http://neurovault.org/media/images/1264/glass_brain_17997.jpg,,http://neurovault.org/images/17997/
5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-07T22:09:52.652480Z,group,99.7146396012,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1508/,1508,,,,,"Cluster in the left frontal white matter (MNI: -14, 14, 26) where endurance athletes had greater functional connectivity with the medial prefrontal cortex node of the DMN",Figure 3C,http://neurovault.org/media/images/1508/Fig_3C_Athletes_GreaterThan_Controls_mPFC_node_of_DMN_as_seedROI.nii.gz,1015803,23694,statistic_map,False,True,,T map,fMRI-BOLD,2016-07-07T22:09:55.913503Z,,"Figure 3C - Cluster in the left frontal white matter (MNI: -14, 14, 26) where endurance athletes had greater functional connectivity with the medial prefrontal cortex node of the DMN",,,False,22.0,70.8762957982,13.3323696454,,,http://neurovault.org/media/images/1508/transform_4mm_23694.npy,,20.0,,http://neurovault.org/media/images/1508/glass_brain_23694.jpg,,http://neurovault.org/images/23694/
5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-07T22:12:21.578947Z,group,99.7146396012,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1508/,1508,,,,,"Clusters in the right & left occipital cortices (MNI: 30, -92, -4 ; MNI: -2, -94, -20) where endurance athletes had lower functional connectivity with the left parietal node of the DMN.",Figure 3D & 3E,http://neurovault.org/media/images/1508/Fig_3D_and_3E_Controls_GreaterThan_Athletes_LeftParietal_node_of_DMN_as_seedROI.nii.gz,1015771,23695,statistic_map,False,True,,T map,fMRI-BOLD,2016-07-07T22:12:24.530193Z,,"Figure 3D & 3E - Clusters in the right & left occipital cortices (MNI: 30, -92, -4 ; MNI: -2, -94, -20) where endurance athletes had lower functional connectivity with the left parietal node of the DM",,,False,22.0,70.8762957982,13.3323696454,,,http://neurovault.org/media/images/1508/transform_4mm_23695.npy,,20.0,,http://neurovault.org/media/images/1508/glass_brain_23695.jpg,,http://neurovault.org/images/23695/
5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-07T22:13:30.076671Z,group,99.7146396012,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1508/,1508,,,,,"Cluster in the vicinity of the left precentral gyrus (MNI: -2, -24, 52) where endurance athletes had greater functional connectivity with the left parietal node of the DMN",Figure 3F,http://neurovault.org/media/images/1508/Fig_3F_Athletes_GreaterThan_Controls_LeftParietal_node_of_DMN_as_seedROI.nii.gz,1015776,23696,statistic_map,False,True,,T map,fMRI-BOLD,2016-07-07T22:13:33.003746Z,,"Figure 3F - Cluster in the vicinity of the left precentral gyrus (MNI: -2, -24, 52) where endurance athletes had greater functional connectivity with the left parietal node of the DMN",,,False,22.0,70.8762957982,13.3323696454,,,http://neurovault.org/media/images/1508/transform_4mm_23696.npy,,20.0,,http://neurovault.org/media/images/1508/glass_brain_23696.jpg,,http://neurovault.org/images/23696/
5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-07T22:15:37.664802Z,group,99.7146396012,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1508/,1508,,,,,"Resting state fcMRI differences between athletes and controls in the MN. Cluster in the vicinity of the posterior cingulate (MNI: -12, -46, 32) where control participants had greater functional connectivity with the right motor cortex",Figure 4,http://neurovault.org/media/images/1508/Fig_4_Controls_GreaterThan_Athletes_Right_MotorCortex_as_seedROI.nii.gz,1015862,23697,statistic_map,False,True,,T map,fMRI-BOLD,2016-07-07T22:15:40.721869Z,,"Figure 4 - Cluster in the vicinity of the posterior cingulate (MNI: -12, -46, 32) where control participants had greater functional connectivity with the right motor cortex.",,,False,22.0,70.8762957982,13.3323696454,,,http://neurovault.org/media/images/1508/transform_4mm_23697.npy,,20.0,,http://neurovault.org/media/images/1508/glass_brain_23697.jpg,,http://neurovault.org/images/23697/
5761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:50.464472Z,,80.6402484105,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/913/,913,,,,,,,http://neurovault.org/media/images/913/spmT_0001_4.nii.gz,214765,13414,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:41:03.242069Z,,HomMen_LP_Pic,,,False,,68.1802474255,1.28692441355,,,http://neurovault.org/media/images/913/transform_4mm_13414.npy,,,,http://neurovault.org/media/images/913/glass_brain_13414.jpg,,http://neurovault.org/images/13414/
5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:43.824353Z,,54.6467138404,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/901/,901,,,,,,,http://neurovault.org/media/images/901/Figure1.Perspective-affect.ToM.FZ4.t.tools.nii.gz,33302,13155,statistic_map,True,True,,T map,fMRI-BOLD,2016-02-29T08:48:08.265343Z,,test2,,,False,,85.3055409321,7.3230615057,,,http://neurovault.org/media/images/901/transform_4mm_13155.npy,,,,http://neurovault.org/media/images/901/glass_brain_13155.jpg,,http://neurovault.org/images/13155/
6052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:51.971659Z,,79.5312731037,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/913/,913,,,,,,,http://neurovault.org/media/images/913/spmT_0001_5.nii.gz,212271,13415,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:45:13.014110Z,,HetMen_LP_Pic,,,False,,68.6196926763,1.28108653758,,,http://neurovault.org/media/images/913/transform_4mm_13415.npy,,,,http://neurovault.org/media/images/913/glass_brain_13415.jpg,,http://neurovault.org/images/13415/
6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:57.863758Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach Card III,,http://neurovault.org/media/images/886/card_III.nii.gz,185292,13071,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:46:23.866854Z,,Luciano - Card 3,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13071.npy,,,,http://neurovault.org/media/images/886/glass_brain_13071.jpg,,http://neurovault.org/images/13071/
6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-01T08:25:24.245574Z,group,68.4385847417,,,Mental Interaction,cnt_553147bb4e97d,social cognition (theory of mind) fMRI task paradigm,trm_550b557e5f90e,,http://neurovault.org/collections/1689/,1689,,,,,,,http://neurovault.org/media/images/1689/spmT_0001_3.nii.gz,613876,25994,statistic_map,False,True,,T map,fMRI-BOLD,2016-09-01T08:26:27.174392Z,,Theory of mind - Frith-Happe animation - gICA analysis,,,False,49.0,73.4210947976,0.783704032744,,,http://neurovault.org/media/images/1689/transform_4mm_25994.npy,,,,http://neurovault.org/media/images/1689/glass_brain_25994.jpg,,http://neurovault.org/images/25994/
6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:58.939379Z,,84.242200207,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/913/,913,,,,,,,http://neurovault.org/media/images/913/spmT_0001_7.nii.gz,227067,13417,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:46:28.309153Z,,HomWomen_LP_Pic,,,False,,66.6205911489,1.6961142936,,,http://neurovault.org/media/images/913/transform_4mm_13417.npy,,,,http://neurovault.org/media/images/913/glass_brain_13417.jpg,,http://neurovault.org/images/13417/
6496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:04.387437Z,,80.6402484105,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/913/,913,,,,,,,http://neurovault.org/media/images/913/spmT_0001_10.nii.gz,209358,13420,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:46:47.450554Z,,HomMen_MP-LP_Pic,,,False,,68.1802474255,1.28692441355,,,http://neurovault.org/media/images/913/transform_4mm_13420.npy,,,,http://neurovault.org/media/images/913/glass_brain_13420.jpg,,http://neurovault.org/images/13420/
6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:09.174838Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach Card IX,,http://neurovault.org/media/images/886/card_IX.nii.gz,185470,13077,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:47:07.045467Z,,Luciano - Card 9,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13077.npy,,,,http://neurovault.org/media/images/886/glass_brain_13077.jpg,,http://neurovault.org/images/13077/
6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:09.081530Z,,54.9594499372,,,perception,cnt_553ebfc3ab40d,perceptual discrimination task,trm_553ebfc390256,,http://neurovault.org/collections/1070/,1070,,,,,,Supplemental Figure 3,http://neurovault.org/media/images/1070/zstat1.nii.gz,484516,14311,statistic_map,False,True,,Z map,fMRI-BOLD,2016-05-03T05:56:01.622309Z,,Task-evoked response,,,False,15.0,86.0880827006,0.0,,,http://neurovault.org/media/images/1070/transform_4mm_14311.npy,,,,http://neurovault.org/media/images/1070/glass_brain_14311_2.jpg,,http://neurovault.org/images/14311/
6876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:16.078102Z,,85.327573605,,,Faces,cnt_5531474e117df,emotion processing fMRI task paradigm,trm_550b5b066d37b,,http://neurovault.org/collections/940/,940,,,,,"neg hit z analizy z trzema predyktorami (onset, szum, hit)",,http://neurovault.org/media/images/940/zstat1_2.nii.gz,772000,13836,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:40.409387Z,,neg_hit,,,False,,77.5855861046,3.63781948309,,,http://neurovault.org/media/images/940/transform_4mm_13836.npy,,,,http://neurovault.org/media/images/940/glass_brain_13836.jpg,,http://neurovault.org/images/13836/
6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:16.416061Z,,99.1873620792,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1006/,1006,,,,,,,http://neurovault.org/media/images/1006/N0009.nii.gz,151761,13899,statistic_map,False,True,,multivariate-beta map,fMRI-BOLD,2016-01-27T21:47:41.418943Z,,N9,,,False,,64.1856424326,27.6945075709,,,http://neurovault.org/media/images/1006/transform_4mm_13899.npy,,,,http://neurovault.org/media/images/1006/glass_brain_13899.jpg,,http://neurovault.org/images/13899/
6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:16.530552Z,,99.1873620792,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1006/,1006,,,,,,,http://neurovault.org/media/images/1006/N0024.nii.gz,151869,13901,statistic_map,False,True,,multivariate-beta map,fMRI-BOLD,2016-01-27T21:47:41.725428Z,,N24,,,False,,64.1856424326,27.6945075709,,,http://neurovault.org/media/images/1006/transform_4mm_13901.npy,,,,http://neurovault.org/media/images/1006/glass_brain_13901.jpg,,http://neurovault.org/images/13901/
6911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:17.568387Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach S2 Card5,,http://neurovault.org/media/images/886/sr25.nii.gz,184210,13093,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:47:44.403003Z,,Luciano - S2 Card5,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13093.npy,,,,http://neurovault.org/media/images/886/glass_brain_13093.jpg,,http://neurovault.org/images/13093/
6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:18.813027Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0024.nii.gz,208325,12809,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:45.737115Z,,dv24,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12809.npy,,,,http://neurovault.org/media/images/873/glass_brain_12809.jpg,,http://neurovault.org/images/12809/
6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:18.485710Z,,76.34319649,,,number correct,cnt_50eb1b6d46337,pattern comparison task,trm_4da86cb034ff6,,http://neurovault.org/collections/857/,857,number correct,,,,,,http://neurovault.org/media/images/857/zstat1_4.nii.gz,207013,12489,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:46.794556Z,,LetterComparison,,,False,330.0,79.4849537037,2.73469848679,,,http://neurovault.org/media/images/857/transform_4mm_12489.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12489.jpg,,http://neurovault.org/images/12489/
6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:19.017611Z,,82.0875076045,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/887/,887,,,,,Functional connectivity in resting state data between the vmPFC and the rest of the brain using memory for best friend items as a regressor. This regressor was calculated during an incidental memory test after a self-other reference paradigm. this image shows areas that are negatively correlated with memory for best friend items.,,http://neurovault.org/media/images/887/zstat6.nii.gz,761481,13056,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:48.660265Z,,vmPFC_BFdown,,,False,,77.9070913964,5.94783794762,,,http://neurovault.org/media/images/887/transform_4mm_13056.npy,,,,http://neurovault.org/media/images/887/glass_brain_13056.jpg,,http://neurovault.org/images/13056/
6972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:19.118598Z,,82.0875076045,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/887/,887,,,,,Functional connectivity in resting state data between the vmPFC and the rest of the brain using memory for best friend items as a regressor. This regressor was calculated during an incidental memory test after a self-other reference paradigm. this image shows areas that are negatively correlated with memory for best friend items.,,http://neurovault.org/media/images/887/zstat6_1.nii.gz,761481,13057,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:48.969866Z,,vmPFC_BFdown2,,,False,,77.9070913964,5.94783794762,,,http://neurovault.org/media/images/887/transform_4mm_13057.npy,,,,http://neurovault.org/media/images/887/glass_brain_13057.jpg,,http://neurovault.org/images/13057/
6973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:19.148717Z,,82.0875076045,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/887/,887,,,,,Functional connectivity in resting state data between the vmPFC and the rest of the brain using memory for best friend items as a regressor. This regressor was calculated during an incidental memory test after a self-other reference paradigm. this image shows areas that are negatively correlated with memory for best friend items.,,http://neurovault.org/media/images/887/zstat6_2.nii.gz,761481,13058,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:49.050967Z,,vmPFC_BFdown3,,,False,,77.9070913964,5.94783794762,,,http://neurovault.org/media/images/887/transform_4mm_13058.npy,,,,http://neurovault.org/media/images/887/glass_brain_13058.jpg,,http://neurovault.org/images/13058/
7020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.589506Z,,74.4436128727,,,1-back,cnt_4b4a5473705db,n-back task,tsk_4a57abb949bcd,,http://neurovault.org/collections/1013/,1013,,,,,,,http://neurovault.org/media/images/1013/merged_dis_4_local_peaks_reho_2.0_fs4rfMRI_REST1_LR.nii.gz,214991,13916,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-29T09:30:47.661474Z,,Children's Projects,,,False,,81.1560452855,0.0,,,http://neurovault.org/media/images/1013/transform_4mm_13916.npy,,,,http://neurovault.org/media/images/1013/glass_brain_13916.jpg,,http://neurovault.org/images/13916/
7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.640972Z,,71.4337609363,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/1012/,1012,,,,,,,http://neurovault.org/media/images/1012/con_0001.nii.gz,655346,13915,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-29T09:30:49.454545Z,,vignette_main,,,False,,81.823096754,0.521728530505,,,http://neurovault.org/media/images/1012/transform_4mm_13915.npy,,,,http://neurovault.org/media/images/1012/glass_brain_13915.jpg,,http://neurovault.org/images/13915/
7034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.661183Z,,74.4436128727,,,2-back,cnt_55314b688f165,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/1013/,1013,,,,,,,http://neurovault.org/media/images/1013/merged_dis_4_local_peaks_reho_2.0_fs4rfMRI_REST1_LR_3.nii.gz,214991,13919,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-29T09:30:52.093132Z,,Children's Projectssszhege,,,False,,81.1560452855,0.0,,,http://neurovault.org/media/images/1013/transform_4mm_13919.npy,,,,http://neurovault.org/media/images/1013/glass_brain_13919.jpg,,http://neurovault.org/images/13919/
7035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.671204Z,,74.4436128727,,,2-back,cnt_55314b688f165,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/1013/,1013,,,,,,,http://neurovault.org/media/images/1013/merged_dis_4_local_peaks_reho_2.0_fs4rfMRI_REST1_LR_1.nii.gz,214991,13917,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-29T09:30:52.800768Z,,Children's Projectss,,,False,,81.1560452855,0.0,,,http://neurovault.org/media/images/1013/transform_4mm_13917.npy,,,,http://neurovault.org/media/images/1013/glass_brain_13917.jpg,,http://neurovault.org/images/13917/
7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.681227Z,,74.4436128727,,,2-back,cnt_55314b688f165,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/1013/,1013,,,,,,,http://neurovault.org/media/images/1013/merged_dis_4_local_peaks_reho_2.0_fs4rfMRI_REST1_LR_2.nii.gz,214991,13918,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-29T09:30:55.107510Z,,Children's Projectsss,,,False,,81.1560452855,0.0,,,http://neurovault.org/media/images/1013/transform_4mm_13918.npy,,,,http://neurovault.org/media/images/1013/glass_brain_13918.jpg,,http://neurovault.org/images/13918/
7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.962320Z,,0.236581398788,,,angular distance between test view and study view,cnt_501715cead551,scene recognition task,trm_4da6327154fd4,,http://neurovault.org/collections/1048/,1048,,,,,,,http://neurovault.org/media/images/1048/stat_vol.nii.gz,4141,14316,statistic_map,True,True,,T map,fMRI-BOLD,2016-01-27T21:47:53.935513Z,,threshed second level,,,False,,99.9072730205,0.621118012422,,,,,,,http://neurovault.org/media/images/1048/glass_brain_14316.jpg,,http://neurovault.org/images/14316/
7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:24.603485Z,,82.0875076045,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/887/,887,,,,,Functional connectivity in resting state data between the vmPFC and the rest of the brain using memory for best friend items as a regressor. This regressor was calculated during an incidental memory test after a self-other reference paradigm. ,,http://neurovault.org/media/images/887/zstat3.nii.gz,761412,13055,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:48:07.028025Z,,vmPFC_BFup,,,False,,77.9070913964,5.94783794762,,,http://neurovault.org/media/images/887/transform_4mm_13055.npy,,,,http://neurovault.org/media/images/887/glass_brain_13055.jpg,,http://neurovault.org/images/13055/
7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:28.821950Z,,1.23761644241,,,angular distance between test view and study view,cnt_501715cead551,scene recognition task,trm_4da6327154fd4,,http://neurovault.org/collections/1092/,1092,,,,,,,http://neurovault.org/media/images/1092/p001u30_1.nii.gz,8274,14810,statistic_map,True,True,,T map,fMRI-BOLD,2016-01-27T21:48:25.571440Z,,second level ppi right,,,False,,99.5167830073,0.238379022646,,,,,,,http://neurovault.org/media/images/1092/glass_brain_14810.jpg,,http://neurovault.org/images/14810/
