,contrast_text,contrast_uri,event_stamp,id,id_user
543,junk,,2015-04-24 16:24:36,cnt_553a6e4424e4d,usr_51bc76ae9636c
544,all,,2015-04-24 16:24:41,cnt_553a6e49737bf,usr_51bc76ae9636c
545,hard all minus easy all,,2015-04-24 16:24:50,cnt_553a6e52baf3b,usr_51bc76ae9636c
546,average rating of sensation minus subject rating of sensation,,2011-06-10 23:12:11,cnt_4df2a4cb64388,usr_4de5345b3b6a8
547,areas of activation during task minus baseline,,2011-06-10 23:12:18,cnt_4df2a4d2ecac9,usr_4de5345b3b6a8
548,rating of sensation minus baseline,,2011-06-10 23:12:30,cnt_4df2a4de25215,usr_4de5345b3b6a8
549,congruent cue,,2011-06-16 22:50:03,cnt_4dfa889b33ecf,usr_4de5345b3b6a8
550,incongruent cue,,2011-06-16 22:52:13,cnt_4dfa891db4cf7,usr_4de5345b3b6a8
551,incongruent response time - congruent response time,,2011-06-16 22:52:42,cnt_4dfa893ade336,usr_4de5345b3b6a8
552,accuracy to congruent cues minus accuracy to incongruent cues,,2011-06-16 22:53:13,cnt_4dfa89596184f,usr_4de5345b3b6a8
553,incorrect minus correct (incongruent),,2015-04-24 16:29:47,cnt_553a6f7bd6db8,usr_51bc76ae9636c
554,incongruent correct,,2015-04-24 16:30:02,cnt_553a6f8aee26e,usr_51bc76ae9636c
555,incorrect minus correct,,2015-04-24 16:30:23,cnt_553a6f9fc8748,usr_51bc76ae9636c
556,incongruent minus congruent (correct),,2015-04-24 16:30:40,cnt_553a6fb033bb0,usr_51bc76ae9636c
557,congruent correct,,2015-04-24 16:30:52,cnt_553a6fbcbd6e6,usr_51bc76ae9636c
558,incongruent minus congruent,,2015-04-24 16:31:07,cnt_553a6fcb98efa,usr_51bc76ae9636c
559,congruent incorrect,,2015-04-24 16:31:22,cnt_553a6fdae849b,usr_51bc76ae9636c
560,incongruent incorrect,,2015-04-24 16:31:29,cnt_553a6fe1db191,usr_51bc76ae9636c
561,participant score minus average score,,2011-06-22 16:34:42,cnt_4e0219a2de6be,usr_4de5345b3b6a8
562,1-back,,2010-01-10 22:28:03,cnt_4b4a5473705db,usr_49a467bf4e0db
563,2-back,,2010-01-10 22:28:17,cnt_4b4a5481dc0f2,usr_49a467bf4e0db
564,3-back,,2010-01-10 22:28:32,cnt_4b4a5490f1bb4,usr_49a467bf4e0db
565,3-back minus 1-back,,2010-01-10 22:29:49,cnt_4b4a54dd8d597,usr_49a467bf4e0db
566,percent correct,,2015-07-13 00:20:37,cnt_55a304556bac7,usr_4e42a3196fbcd
567,percent commission error,,2015-07-13 00:20:56,cnt_55a30468444a6,usr_4e42a3196fbcd
568,0-back,,2011-06-27 21:25:01,cnt_4e08f52d8255d,usr_4de5345b3b6a8
569,1-back,,2011-06-27 21:25:31,cnt_4e08f54b8a426,usr_4de5345b3b6a8
570,2-back,,2011-06-27 21:25:55,cnt_4e08f563a47ed,usr_4de5345b3b6a8
571,3-back,,2011-06-27 21:26:58,cnt_4e08f5a26773d,usr_4de5345b3b6a8
572,3-back minus 0-back,,2011-06-27 21:27:06,cnt_4e08f5aa73703,usr_4de5345b3b6a8
573,riddles,,2013-12-02 20:51:37,cnt_529cf2d97e3d3,usr_51bc76ae9636c
574,matrices,,2013-12-02 21:29:03,cnt_529cfb9f8cce6,usr_51bc76ae9636c
575,verbal,,2013-12-02 21:31:26,cnt_529cfc2e15385,usr_51bc76ae9636c
576,nonverbal,,2013-12-02 21:31:58,cnt_529cfc4e356ce,usr_51bc76ae9636c
577,IQ,,2013-12-02 21:32:09,cnt_529cfc5925318,usr_51bc76ae9636c
578,false positives,,2013-01-17 19:33:01,cnt_50f851ed64f5f,usr_4de5345b3b6a8
579,number correct,,2013-01-17 19:33:11,cnt_50f851f7a2cf5,usr_4de5345b3b6a8
580,predicted premorbid IQ,,2016-07-27 17:58:17,cnt_5798f639d1544,usr_579611e01221d
581,total errors,,2016-07-27 18:07:53,cnt_5798f8797e2d6,usr_579611e01221d
582,HE vs LE food choice periods,http://neurovault.org/images/10924/,2015-08-08 22:48:48,cnt_55c68750052fa,usr_55b972918e005
583,areas of activation during task minus baseline,,2011-06-10 23:01:12,cnt_4df2a238dd66b,usr_4de5345b3b6a8
584,average rating of sensation minus subject rating of sensation ,,2011-06-10 23:02:21,cnt_4df2a27d637b3,usr_4de5345b3b6a8
585,rating of sensation minus baseline,,2011-06-10 23:09:36,cnt_4df2a4307daec,usr_4de5345b3b6a8
586,reaction time,,2012-05-16 18:50:20,cnt_4fb3f6ec53aa5,usr_4f177506dde77
587,Target,,2010-01-10 22:24:13,cnt_4b4a538defadc,usr_49a467bf4e0db
588,Nontarget,,2010-01-10 22:24:51,cnt_4b4a53b3e9525,usr_49a467bf4e0db
589,areas of activation during task minus baseline,,2011-06-23 22:05:45,cnt_4e03b8b959bc9,usr_4de5345b3b6a8
590,accuracy of participant minus average accuracy of controls,,2011-06-23 22:05:54,cnt_4e03b8c2457b4,usr_4de5345b3b6a8
591,single task probe,,2015-03-05 21:32:11,cnt_54f8cb5b80caa,usr_49a467bf4e0db
592,single task classification learning trials,,2011-11-11 04:54:13,cnt_4ebcaa755a7e5,usr_4cf5de07654c8
593,reponse to US1 versus response to US2,,2012-08-09 18:41:10,cnt_50240446b8e2e,usr_4f177506dde77
594,percent correct,,2013-01-28 21:23:10,cnt_5106ec3ec9e23,usr_4de5345b3b6a8
595,congruent,,2015-04-27 17:38:42,cnt_553e742270631,usr_51bc76ae9636c
596,incongruent,,2015-04-27 17:38:48,cnt_553e742833727,usr_51bc76ae9636c
597,scrambled,,2015-04-27 17:38:53,cnt_553e742dd3beb,usr_51bc76ae9636c
598,letter string,,2015-04-27 17:39:04,cnt_553e7438f2bef,usr_51bc76ae9636c
599,scrambled minus letter string,,2015-04-29 20:07:35,cnt_55413a0769113,usr_51bc76ae9636c
600,congruent minus scrambled,,2015-04-29 20:07:47,cnt_55413a13ad2fb,usr_51bc76ae9636c
601,incongruent minus congruent,,2015-04-29 20:08:06,cnt_55413a264f834,usr_51bc76ae9636c
602,incongruent minus scrambled,,2015-04-29 20:08:18,cnt_55413a3228c77,usr_51bc76ae9636c
603,subject score minus population-matched average score,,2011-06-10 18:53:10,cnt_4df26816e1c98,usr_4de5345b3b6a8
604,nonword length (number of syllables),,2012-07-24 17:35:57,cnt_500edcfd883ea,usr_4f177506dde77
605,accuracy of participant minus average accuracy of controls,,2011-06-21 16:54:02,cnt_4e00ccaa100fd,usr_4de5345b3b6a8
606,classification,,2013-10-19 18:11:50,cnt_5262cb66ad4cf,usr_51bc76ae9636c
607,sequential order,,2013-10-19 18:12:02,cnt_5262cb729d8f4,usr_51bc76ae9636c
608,repeated patterns,,2013-10-19 18:12:16,cnt_5262cb80328c7,usr_51bc76ae9636c
609,design analogies,,2013-10-19 18:12:39,cnt_5262cb97eb717,usr_51bc76ae9636c
610,reasoning,,2013-10-19 18:12:48,cnt_5262cba00d9d1,usr_51bc76ae9636c
611,memory,,2013-10-19 18:12:56,cnt_5262cba80a837,usr_51bc76ae9636c
612,visualization,,2013-10-19 18:13:19,cnt_5262cbbf50dc7,usr_51bc76ae9636c
613,forward memory span,,2013-10-19 18:13:38,cnt_5262cbd26aa57,usr_51bc76ae9636c
614,backward memory span,,2013-10-19 18:14:05,cnt_5262cbed815c6,usr_51bc76ae9636c
615,immediate recognition,,2013-10-19 18:14:18,cnt_5262cbfa2cbb6,usr_51bc76ae9636c
616,delayed recognition,,2013-10-19 18:14:32,cnt_5262cc0801239,usr_51bc76ae9636c
617,associative memory,,2013-10-19 18:14:42,cnt_5262cc12a3d87,usr_51bc76ae9636c
618,associative delayed memory,,2013-10-19 18:15:01,cnt_5262cc25f2467,usr_51bc76ae9636c
619,spatial memory,,2013-10-19 18:15:18,cnt_5262cc368f077,usr_51bc76ae9636c
620,visual coding,,2013-10-19 18:15:29,cnt_5262cc418ea0d,usr_51bc76ae9636c
621,sustained attention,,2013-10-19 18:15:53,cnt_5262cc597b2b1,usr_51bc76ae9636c
622,divided attention,,2013-10-19 18:16:04,cnt_5262cc64bb978,usr_51bc76ae9636c
623,figure rotation,,2013-10-19 18:19:19,cnt_5262cd27045a1,usr_51bc76ae9636c
624,% correct recall,,2012-11-28 19:04:26,cnt_50b6603a36ae2,usr_4de5345b3b6a8
625,number correct,,2013-01-07 19:01:01,cnt_50eb1b6d46337,usr_4de5345b3b6a8
626,regulate up,,2015-11-28 23:05:56,cnt_565a335495029,usr_51bc76ae9636c
627,regulate down,,2015-11-28 23:06:05,cnt_565a335d476eb,usr_51bc76ae9636c
628,regulate up minus regulate down,,2015-11-28 23:06:24,cnt_565a33703badb,usr_51bc76ae9636c
629,accuracy without distractors minus accuracy with distractors,,2011-06-23 18:49:52,cnt_4e038ad0147d7,usr_4de5345b3b6a8
630,reaction time of participant minus average reaction time of controls,,2011-06-23 18:51:08,cnt_4e038b1c6fd1f,usr_4de5345b3b6a8
631,reaction time (to detect target) to one stimulus minus reaction time to paired stimuli,,2011-06-23 18:53:24,cnt_4e038ba42d3a7,usr_4de5345b3b6a8
632,ADHD Inattentive - Severity Score,,2013-09-21 19:43:24,cnt_523df6dc5a14b,usr_51bc76ae9636c
633,ADHD Combined - Severity Score,,2013-09-21 19:43:35,cnt_523df6e767ea6,usr_51bc76ae9636c
634,ADHD Hyperactivity / Impulsivity - Severity Score,,2013-09-21 19:44:07,cnt_523df7075b68e,usr_51bc76ae9636c
635,Conduct Disorder - Severity Score,,2013-09-21 19:44:22,cnt_523df7166b0aa,usr_51bc76ae9636c
636,Antisocial Personality - Severity Score,,2013-09-21 19:44:39,cnt_523df727b2b2d,usr_51bc76ae9636c
637,General Anxiety Disorder - Severity Score,,2013-09-21 19:44:51,cnt_523df733af85f,usr_51bc76ae9636c
638,Opposition Defiant Disorder - Severity Score,,2013-09-21 19:45:09,cnt_523df74587157,usr_51bc76ae9636c
639,Specific Phobia - Severity Score,,2013-09-21 19:45:29,cnt_523df759d51e4,usr_51bc76ae9636c
640,Panic Attack - Severity Score,,2013-09-21 19:45:46,cnt_523df76abff7c,usr_51bc76ae9636c
641,Obsessions - Severity Score,,2013-09-21 19:46:00,cnt_523df778821d2,usr_51bc76ae9636c
642,Compulsions - Severity Score,,2013-09-21 19:46:09,cnt_523df7816b16b,usr_51bc76ae9636c
643,PTSD - Severity Score,,2013-09-21 19:46:18,cnt_523df78aee64c,usr_51bc76ae9636c
644,Motor Tics - Severity Score,,2013-09-21 19:46:33,cnt_523df7992469b,usr_51bc76ae9636c
645,Vocal Tics - Severity Score,,2013-09-21 19:46:45,cnt_523df7a5120c9,usr_51bc76ae9636c
646,Somatization Disorder - Severity Score,,2013-09-21 19:46:58,cnt_523df7b28d95a,usr_51bc76ae9636c
647,Social Phobia - Severity Score,,2013-09-21 19:47:12,cnt_523df7c01a116,usr_51bc76ae9636c
648,Separation Anxiety - Severity Score,,2013-09-21 19:47:34,cnt_523df7d6697ef,usr_51bc76ae9636c
649,Schizoid Personality - Severity Score,,2013-09-21 19:47:44,cnt_523df7e0f0100,usr_51bc76ae9636c
650,Schizophrenia - Severity Score,,2013-09-21 19:48:12,cnt_523df7fc9aa9f,usr_51bc76ae9636c
651,Nocturnal Enuresis - Severity Score,,2013-09-21 19:48:26,cnt_523df80a6d9a1,usr_51bc76ae9636c
652,Major Depressive Disorder - Severity Score,,2013-09-21 19:48:52,cnt_523df8243edb4,usr_51bc76ae9636c
653,"Enuresis, Encopresis - Severity Score",,2013-09-21 19:49:04,cnt_523df830e8f93,usr_51bc76ae9636c
654,Dysthymic Disorder - Severity Score,,2013-09-21 19:49:27,cnt_523df847494a2,usr_51bc76ae9636c
655,Anorexia Nervosa - Severity Score,,2013-09-21 19:49:42,cnt_523df856697a2,usr_51bc76ae9636c
656,Bipolar Disorder - Severity Score,,2013-09-21 19:50:06,cnt_523df86e56445,usr_51bc76ae9636c
657,Bulimia Nervosa - Severity Score,,2013-09-21 19:50:21,cnt_523df87d24f91,usr_51bc76ae9636c
658,shift-related incorrect responses,,2013-01-16 22:56:58,cnt_50f7303ade3dd,usr_4de5345b3b6a8
659,response time and accuracy,,2011-06-03 19:47:51,cnt_4de93a6779688,usr_4de5345b3b6a8
660,percent correct (number of correct sequences/number of total sequences),,2011-06-01 18:39:15,cnt_4de6875390f37,usr_4de5345b3b6a8
661,incongruent minus congruent,,2011-06-17 19:58:45,cnt_4dfbb1f51259f,usr_4de5345b3b6a8
662,incongruent minus neutral,,2011-08-09 17:38:08,cnt_4e41708078f47,usr_49a467bf4e0db
663,incongruent minus congruent depending on the congruency condicition of the previous trial,,2014-04-24 11:03:49,cnt_5358ef9570ace,usr_530dde225d328
664,Information,,2011-06-21 23:14:36,cnt_4e0125dc5bc09,usr_4de5345b3b6a8
665,Digit Span,,2011-06-21 23:15:40,cnt_4e01261c45db8,usr_4de5345b3b6a8
666,Vocabulary,,2011-06-21 23:16:13,cnt_4e01263d51c93,usr_4de5345b3b6a8
667,Arithmetic,,2011-06-21 23:16:50,cnt_4e012662da2d7,usr_4de5345b3b6a8
668,Comprehension,,2011-06-21 23:17:30,cnt_4e01268a18f79,usr_4de5345b3b6a8
669,Similarities,,2011-06-21 23:18:17,cnt_4e0126b9ec56b,usr_4de5345b3b6a8
670,Picture Completion,,2011-06-21 23:18:52,cnt_4e0126dc131ec,usr_4de5345b3b6a8
671,Picture Arrangement,,2011-06-21 23:19:30,cnt_4e012702f0951,usr_4de5345b3b6a8
672,Block Design,,2011-06-21 23:20:02,cnt_4e012722eeb57,usr_4de5345b3b6a8
673,Digit Symbol,,2011-06-21 23:21:48,cnt_4e01278c5e632,usr_4de5345b3b6a8
674,Object Assembly,,2011-06-21 23:22:19,cnt_4e0127abddfeb,usr_4de5345b3b6a8
675,Verbal IQ minus Performance IQ,,2011-06-21 23:30:51,cnt_4e0129ab22608,usr_4de5345b3b6a8
676,participant IQ minus average IQ,,2011-06-21 23:31:11,cnt_4e0129bf96513,usr_4de5345b3b6a8
677,predicted premorbid IQ,,2016-07-27 18:11:19,cnt_5798f9476456f,usr_579611e01221d
678,total errors,,2016-07-27 18:11:19,cnt_5798f947648b1,usr_579611e01221d
679,age judgment,,2015-04-27 22:16:37,cnt_553eb5457e145,usr_51bc76ae9636c
680,attractiveness judgment,,2015-04-27 22:16:48,cnt_553eb550dc520,usr_51bc76ae9636c
681,trustworthiness judgment,,2015-04-27 22:17:08,cnt_553eb5644f96f,usr_51bc76ae9636c
682,happiness judgment,,2015-04-27 22:17:14,cnt_553eb56aa25df,usr_51bc76ae9636c
683,left motor response,,2015-04-27 22:17:22,cnt_553eb57214e91,usr_51bc76ae9636c
684,right motor response,,2015-04-27 22:17:29,cnt_553eb57906332,usr_51bc76ae9636c
685,stimulus onset asynchrony (SOA),,2012-07-10 23:04:44,cnt_4ffcb50c3f71c,usr_4f177506dde77
686,stimulus onset asynchrony (SOA),,2012-11-27 03:12:55,cnt_50b42fb7d7c9d,usr_4f177506dde77
687,percent detected,,2015-07-13 00:07:45,cnt_55a30151c0e78,usr_4e42a3196fbcd
688,sleep,,2013-10-11 17:54:17,cnt_52583b494605a,usr_51bc76ae9636c
689,appetite,,2013-10-11 17:54:42,cnt_52583b62b9127,usr_51bc76ae9636c
690,sadness,,2013-10-11 17:55:50,cnt_52583ba6ea3bd,usr_51bc76ae9636c
691,thinking / concentration,,2013-10-11 17:56:11,cnt_52583bbbcfd9c,usr_51bc76ae9636c
692,lack of interest,,2013-10-11 17:56:24,cnt_52583bc89a63b,usr_51bc76ae9636c
693,guilt,,2013-10-11 17:56:40,cnt_52583bd8020da,usr_51bc76ae9636c
694,tired / fatigue,,2013-10-11 17:56:58,cnt_52583beae7af6,usr_51bc76ae9636c
695,suicidal ideation,,2013-10-11 17:57:25,cnt_52583c058bea0,usr_51bc76ae9636c
696,antisaccade,,2011-05-31 21:19:35,cnt_4de55b6707536,usr_4de5345b3b6a8
697,prosaccade,,2011-05-31 21:19:51,cnt_4de55b77a9984,usr_4de5345b3b6a8
698,mania,,2015-07-15 18:23:58,cnt_55a6a53e0515f,usr_51bc76ae9636c
699,negative,,2015-07-15 18:24:14,cnt_55a6a54e3bce2,usr_51bc76ae9636c
700,positive,,2015-07-15 18:24:20,cnt_55a6a554315f7,usr_51bc76ae9636c
701,depanx,,2015-07-15 18:24:26,cnt_55a6a55ac4405,usr_51bc76ae9636c
702,immediate recall,,2011-06-01 20:35:04,cnt_4de6a278a7dd5,usr_4de5345b3b6a8
703,interference,,2011-06-01 20:36:14,cnt_4de6a2be90526,usr_4de5345b3b6a8
704,long recall,,2011-06-01 20:37:07,cnt_4de6a2f38a5ed,usr_4de5345b3b6a8
705,recognition trial,,2011-06-01 20:38:12,cnt_4de6a334313b1,usr_4de5345b3b6a8
706,visual forgetting (trial 3 - delayed),,2016-07-25 13:36:41,cnt_579615e961f37,usr_579611e01221d
707,verbal recall (people test),,2011-06-03 19:59:36,cnt_4de93d2864ae9,usr_4de5345b3b6a8
708,visual recognition (doors test),,2011-06-03 20:02:34,cnt_4de93ddadf379,usr_4de5345b3b6a8
709,visual recall (shapes test),,2011-06-03 20:03:54,cnt_4de93e2a13bb5,usr_4de5345b3b6a8
710,verbal recognition (names test),,2011-06-03 20:05:23,cnt_4de93e831c09d,usr_4de5345b3b6a8
711,verbal forgetting (trial 3 - delayed),,2016-07-25 13:32:36,cnt_579614f464f73,usr_579611e01221d
712,number of errors,,2016-07-27 14:39:07,cnt_5798c78bcea27,usr_579611e01221d
713,areas of activation during task minus baseline,,2011-06-13 23:25:37,cnt_4df69c712873f,usr_4de5345b3b6a8
714,reading span of participant minus average reading span of controls,,2011-06-15 21:48:56,cnt_4df928c85f523,usr_4de5345b3b6a8
715,copying test,,2011-06-01 17:05:40,cnt_4de6716415d2d,usr_4de5345b3b6a8
716,size match,,2011-06-01 17:06:55,cnt_4de671af5aeb3,usr_4de5345b3b6a8
717,length match,,2011-06-01 17:07:29,cnt_4de671d131ff9,usr_4de5345b3b6a8
718,orientation match,,2011-06-01 17:07:51,cnt_4de671e75974e,usr_4de5345b3b6a8
719,position of gap match,,2011-06-01 17:08:51,cnt_4de6722368730,usr_4de5345b3b6a8
720,overlapping figures test,,2011-06-01 17:20:22,cnt_4de674d6a85e6,usr_4de5345b3b6a8
721,object decision,,2011-06-01 17:23:22,cnt_4de6758abdfa5,usr_4de5345b3b6a8
722,minimal feature match,,2011-06-01 17:32:26,cnt_4de677aa1e1bb,usr_4de5345b3b6a8
723,foreshortened match,,2011-06-01 17:33:52,cnt_4de67800c904a,usr_4de5345b3b6a8
724,drawing from memory test,,2011-06-01 17:36:23,cnt_4de6789784d77,usr_4de5345b3b6a8
725,picture naming,,2011-06-01 17:37:36,cnt_4de678e027440,usr_4de5345b3b6a8
726,accuracy of participant minus average accuracy of controls,,2011-06-16 22:22:12,cnt_4dfa8214869b9,usr_4de5345b3b6a8
727,perservative errors minus nonperservative errors,,2011-06-16 22:28:18,cnt_4dfa838286e12,usr_4de5345b3b6a8
728,Body ownership minus no body ownership,,2011-08-29 16:31:21,cnt_4e5bbed9bd8ae,usr_4e4a7f57b30e6
729,attend negative stimulus,,2015-04-24 16:25:19,cnt_553a6e6f8336e,usr_51bc76ae9636c
730,attend neutral stimulus,,2015-04-24 16:25:33,cnt_553a6e7daf8e6,usr_51bc76ae9636c
731,reappraise negative rating,,2015-04-24 16:26:02,cnt_553a6e9a84bd2,usr_51bc76ae9636c
732,attend negative minus attend neutral stimulus,,2015-12-22 21:21:07,cnt_5679bec3715cd,usr_51bc76ae9636c
733,reappraise negative stimulus minus attend negative stimulus,,2015-04-24 16:27:05,cnt_553a6ed942692,usr_51bc76ae9636c
734,response time,,2011-06-06 22:15:39,cnt_4ded518b33a0b,usr_4de5345b3b6a8
735,kinematics,,2011-06-06 22:15:47,cnt_4ded51930eba6,usr_4de5345b3b6a8
736,pressure exerted by participant minus average pressure,,2011-06-22 21:24:09,cnt_4e025d79cc9f9,usr_4de5345b3b6a8
737,accuracy of participant minus average accuracy of controls,,2011-06-22 21:24:29,cnt_4e025d8d96ecf,usr_4de5345b3b6a8
738,Choice periods of NSC versus SC trials,http://neurovault.org/images/10925/,2015-08-08 23:33:51,cnt_55c691df5c0c7,usr_55b972918e005
739,verbal comprehension,,2013-10-22 19:04:52,cnt_5266cc547e0dd,usr_51bc76ae9636c
740,expressive language,,2013-10-22 19:05:34,cnt_5266cc7eb942a,usr_51bc76ae9636c
741,average time of men minus average time of women,,2011-06-20 23:58:43,cnt_4dffdeb36edc5,usr_4de5345b3b6a8
742,participant&#39;s time minus average time,,2011-06-20 23:59:19,cnt_4dffded7a9be2,usr_4de5345b3b6a8
743,areas of activation during task minus baseline,,2011-06-21 00:00:09,cnt_4dffdf0929a7b,usr_4de5345b3b6a8
744,sum of strength scores x sum of items per hand,,2011-06-03 22:45:12,cnt_4de963f853b03,usr_4de5345b3b6a8
745,0-back,,2011-06-17 18:17:22,cnt_4dfb9a322c52f,usr_4de5345b3b6a8
746,1-back,,2011-06-17 18:18:29,cnt_4dfb9a75a2cff,usr_4de5345b3b6a8
747,2-back,,2011-06-17 18:19:36,cnt_4dfb9ab8d70ce,usr_4de5345b3b6a8
748,3-back,,2011-06-17 18:20:32,cnt_4dfb9af098602,usr_4de5345b3b6a8
749,3-back minus 0-back,,2011-06-17 18:20:55,cnt_4dfb9b0719363,usr_4de5345b3b6a8
750,reward amount,,2012-07-17 20:18:21,cnt_5005c88d1f7fc,usr_4f177506dde77
751,reward probability,,2012-07-17 20:18:37,cnt_5005c89dd6bef,usr_4f177506dde77
752,reward probability-amount ratio,,2012-07-17 20:25:42,cnt_5005ca466073a,usr_4f177506dde77
753,First category,,2010-02-17 15:24:35,cnt_4b7c0a3329368,usr_49a467bf4e0db
754,Subsequent categories,,2010-02-17 15:26:28,cnt_4b7c0aa41e7a4,usr_49a467bf4e0db
755,Perseverative errors,,2010-02-17 15:49:50,cnt_4b7c101e9b549,usr_49a467bf4e0db
756,Nonperseverative errors,,2010-02-17 15:50:11,cnt_4b7c1033c2b16,usr_49a467bf4e0db
757,Failure to maintain set,,2010-02-17 15:51:40,cnt_4b7c108cc7a68,usr_49a467bf4e0db
758,Total number of categories acheived,,2010-02-17 15:52:17,cnt_4b7c10b1b1de1,usr_49a467bf4e0db
759,areas of activation during task minus baseline,,2011-06-22 21:57:23,cnt_4e026543eae67,usr_4de5345b3b6a8
760,areas of activation during covert minus areas of activation during overt,,2011-06-22 21:57:30,cnt_4e02654a92111,usr_4de5345b3b6a8
761,reward antisaccade,,2015-11-28 22:45:15,cnt_565a2e7be5281,usr_51bc76ae9636c
762,neutral antisaccade,,2015-11-28 22:45:16,cnt_565a2e7c28333,usr_51bc76ae9636c
763,reward antisaccade minus neutral antisaccade,,2015-11-28 22:52:55,cnt_565a3047b5740,usr_51bc76ae9636c
764,d&#39;,,2011-06-03 17:28:47,cnt_4de919cf2b2bd,usr_4de5345b3b6a8
765,number of correctly recalled items,,2012-02-19 23:17:30,cnt_4f41830a3d5a9,usr_49a467bf4e0db
766,percent intrusions,,2015-07-13 00:31:53,cnt_55a306f9b7178,usr_4e42a3196fbcd
767,inappropriate affect,,2015-07-15 21:26:35,cnt_55a6d00bbcd72,usr_51bc76ae9636c
768,hallucinations,,2015-07-15 21:26:47,cnt_55a6d017a87a9,usr_51bc76ae9636c
769,delusions,,2015-07-15 21:27:20,cnt_55a6d038c3861,usr_51bc76ae9636c
770,bizarre behavior,,2015-07-15 21:27:30,cnt_55a6d042e6b4b,usr_51bc76ae9636c
771,"sum of rate, accuracy, fluency, and comprehension scaled scores",,2011-06-06 22:26:52,cnt_4ded542c8c4f8,usr_4de5345b3b6a8
772,words minus consonants,,2015-04-24 01:36:51,cnt_55399e33d9ed4,usr_51bc76ae9636c
773,words,,2015-04-24 01:36:59,cnt_55399e3b3d13e,usr_51bc76ae9636c
774,scrambled objects,,2015-04-24 01:37:08,cnt_55399e44106d4,usr_51bc76ae9636c
775,objects minus scrambled,,2015-04-24 01:37:16,cnt_55399e4c6c429,usr_51bc76ae9636c
776,objects,,2015-04-24 01:37:23,cnt_55399e5388e65,usr_51bc76ae9636c
777,consonant strings,,2015-04-24 01:37:30,cnt_55399e5ab094d,usr_51bc76ae9636c
778,accuracy of participant minus average accuracy of controls,,2011-06-13 22:18:20,cnt_4df68cac967cc,usr_4de5345b3b6a8
779,same size-different size,,2012-07-16 19:36:47,cnt_50046d4f1c8a1,usr_4f177506dde77
780,participant&#39;s responses vs. Nash equilibrium equation,,2011-06-23 21:43:00,cnt_4e03b364135e2,usr_4de5345b3b6a8
781,reading comprehension age minus real age,,2011-06-22 17:47:04,cnt_4e022a9861397,usr_4de5345b3b6a8
782,incongruent - congruent,,2009-12-04 19:59:33,cnt_4b196a25d1671,usr_0000000000
783,incongruent - neutral,,2009-12-04 19:59:45,cnt_4b196a314e3c4,usr_0000000000
784,ERP for related stimuli minus ERP for unrelated stimuli,,2011-06-16 21:06:22,cnt_4dfa704eaedf9,usr_4de5345b3b6a8
785,accuracy of participant minus average accuracy of controls,,2011-06-16 21:07:40,cnt_4dfa709c313b1,usr_4de5345b3b6a8
786,Semantically associated items,,2011-06-16 21:13:20,cnt_4dfa71f0c9d32,usr_4de5345b3b6a8
787,Semantically unrelated items,,2011-06-16 21:14:31,cnt_4dfa7237ec1f0,usr_4de5345b3b6a8
788,percent correct,,2015-07-13 00:14:03,cnt_55a302cbb1f7c,usr_4e42a3196fbcd
789,number correct,,2013-01-28 22:01:45,cnt_5106f549c82ae,usr_4de5345b3b6a8
790,Single Number,,2011-06-20 22:50:17,cnt_4dffcea990109,usr_4de5345b3b6a8
791,Single Geometric Form,,2011-06-20 22:51:21,cnt_4dffcee92f400,usr_4de5345b3b6a8
792,Single Nonsense Letter,,2011-06-20 22:56:56,cnt_4dffd0380146f,usr_4de5345b3b6a8
793,Gestalt Figure,,2011-06-20 22:58:33,cnt_4dffd0991b237,usr_4de5345b3b6a8
794,Single Letter,,2011-06-20 23:00:05,cnt_4dffd0f56b850,usr_4de5345b3b6a8
795,Single Letter in Syllable Context,,2011-06-20 23:01:31,cnt_4dffd14b5b0b3,usr_4de5345b3b6a8
796,Two Letters,,2011-06-20 23:02:25,cnt_4dffd181cb7da,usr_4de5345b3b6a8
797,Sequence of Geometric Forms,,2011-06-20 23:03:55,cnt_4dffd1dbec4b1,usr_4de5345b3b6a8
798,Four-Letter Nonsense Syllable (Unpronounceable),,2011-06-20 23:05:29,cnt_4dffd2399ebc0,usr_4de5345b3b6a8
799,Four-Letter Nonsense Syllable (Pronounceable),,2011-06-20 23:06:40,cnt_4dffd280187c6,usr_4de5345b3b6a8
800,Four-Letter Word,,2011-06-20 23:07:38,cnt_4dffd2bac8005,usr_4de5345b3b6a8
801,Unspaced Four-Letter Word,,2011-06-20 23:09:27,cnt_4dffd3273f13e,usr_4de5345b3b6a8
802,Single Number (Second Time),,2011-06-20 23:10:19,cnt_4dffd35b101cb,usr_4de5345b3b6a8
803,# correct minus # incorrect/30 or 60 seconds,,2011-06-20 23:17:01,cnt_4dffd4ed38b03,usr_4de5345b3b6a8
804,difference between scores at different times of administration,,2011-06-17 19:17:04,cnt_4dfba830d0974,usr_4de5345b3b6a8
805,participant score minus average score,,2011-06-17 19:17:29,cnt_4dfba849ece4c,usr_4de5345b3b6a8
806,Trait Anxiety ,,2011-06-17 19:18:20,cnt_4dfba87cdaf19,usr_4de5345b3b6a8
807,State Anxiety,,2011-06-17 19:19:12,cnt_4dfba8b046120,usr_4de5345b3b6a8
808,congruent correct,,2011-06-06 16:22:51,cnt_4decfedb91973,usr_4de5345b3b6a8
809,incongruent correct,,2011-06-06 16:23:32,cnt_4decff04d5cb5,usr_4de5345b3b6a8
